serial No,Korean,Math,English,Inquiry 1,Inquiry 2,University,Tutoring Period,University_rank,chance of admit
118,2,7,6,1,4,Pohang University of Science and Technology,3,15,1.0
123,2,9,5,1,2,Pohang University of Science and Technology,1,15,0.54
227,3,9,2,3,5,Pohang University of Science and Technology,2,15,0.69
282,8,4,8,6,1,Pohang University of Science and Technology,2,15,0.69
376,9,5,7,4,9,Pohang University of Science and Technology,1,15,0.3399999999999999
405,5,8,5,7,1,Pohang University of Science and Technology,4,15,0.2899999999999999
469,6,6,6,8,9,Pohang University of Science and Technology,3,15,1.0
479,7,4,7,2,4,Pohang University of Science and Technology,1,15,0.6399999999999999
66,5,4,3,2,1,Pohang University of Science and Technology,1,15,0.4399999999999999
118,1,4,3,9,9,Pohang University of Science and Technology,3,15,1.0
123,4,9,4,8,5,Pohang University of Science and Technology,1,15,0.54
227,3,9,4,2,5,Pohang University of Science and Technology,2,15,0.69
282,3,8,5,7,5,Pohang University of Science and Technology,2,15,0.69
376,1,6,8,6,7,Pohang University of Science and Technology,1,15,0.3399999999999999
405,5,9,1,1,9,Pohang University of Science and Technology,4,15,0.2899999999999999
469,4,9,1,3,2,Pohang University of Science and Technology,3,15,1.0
479,6,6,9,2,2,Pohang University of Science and Technology,1,15,0.6399999999999999
66,6,5,8,5,5,Pohang University of Science and Technology,1,15,0.4399999999999999
118,8,8,6,2,4,Pohang University of Science and Technology,3,15,1.0
123,4,8,2,4,4,Pohang University of Science and Technology,1,15,0.54
227,1,3,1,8,2,Pohang University of Science and Technology,2,15,0.69
282,9,7,7,5,3,Pohang University of Science and Technology,2,15,0.69
376,5,8,2,6,4,Pohang University of Science and Technology,1,15,0.3399999999999999
405,8,1,5,8,9,Pohang University of Science and Technology,4,15,0.2899999999999999
469,4,4,1,6,8,Pohang University of Science and Technology,3,15,1.0
479,8,4,1,9,5,Pohang University of Science and Technology,1,15,0.6399999999999999
66,8,8,4,9,5,Pohang University of Science and Technology,1,15,0.4399999999999999
118,4,8,6,7,2,Pohang University of Science and Technology,3,15,1.0
123,3,2,3,1,8,Pohang University of Science and Technology,1,15,0.54
227,2,4,7,1,6,Pohang University of Science and Technology,2,15,0.69
282,3,7,9,1,6,Pohang University of Science and Technology,2,15,0.69
376,2,4,1,8,3,Pohang University of Science and Technology,1,15,0.3399999999999999
405,6,6,4,1,3,Pohang University of Science and Technology,4,15,0.2899999999999999
469,8,3,3,7,5,Pohang University of Science and Technology,3,15,1.0
479,1,5,7,3,1,Pohang University of Science and Technology,1,15,0.6399999999999999
66,2,6,1,5,1,Pohang University of Science and Technology,1,15,0.4399999999999999
118,4,1,9,6,6,Pohang University of Science and Technology,3,15,1.0
123,5,1,5,6,1,Pohang University of Science and Technology,1,15,0.54
227,4,8,4,6,5,Pohang University of Science and Technology,2,15,0.69
282,1,7,4,9,5,Pohang University of Science and Technology,2,15,0.69
376,4,4,2,3,9,Pohang University of Science and Technology,1,15,0.3399999999999999
405,2,6,8,4,1,Pohang University of Science and Technology,4,15,0.2899999999999999
469,5,5,6,4,9,Pohang University of Science and Technology,3,15,1.0
479,8,2,3,1,8,Pohang University of Science and Technology,1,15,0.6399999999999999
66,5,8,3,9,9,Pohang University of Science and Technology,1,15,0.4399999999999999
118,6,8,7,7,9,Pohang University of Science and Technology,3,15,1.0
123,8,6,6,7,3,Pohang University of Science and Technology,1,15,0.54
227,8,3,7,7,1,Pohang University of Science and Technology,2,15,0.69
282,7,1,8,8,5,Pohang University of Science and Technology,2,15,0.69
376,4,3,9,8,4,Pohang University of Science and Technology,1,15,0.3399999999999999
405,5,4,7,2,6,Pohang University of Science and Technology,4,15,0.2899999999999999
469,7,9,2,8,3,Pohang University of Science and Technology,3,15,1.0
479,1,5,2,3,4,Pohang University of Science and Technology,1,15,0.6399999999999999
66,4,8,1,8,9,Pohang University of Science and Technology,1,15,0.4399999999999999
118,8,4,7,3,8,Pohang University of Science and Technology,3,15,1.0
123,4,4,3,8,4,Pohang University of Science and Technology,1,15,0.54
227,1,8,3,5,1,Pohang University of Science and Technology,2,15,0.69
282,3,4,5,9,2,Pohang University of Science and Technology,2,15,0.69
376,1,6,4,3,7,Pohang University of Science and Technology,1,15,0.3399999999999999
405,2,9,4,2,7,Pohang University of Science and Technology,4,15,0.2899999999999999
469,7,3,3,5,1,Pohang University of Science and Technology,3,15,1.0
479,2,6,9,2,4,Pohang University of Science and Technology,1,15,0.6399999999999999
123,5,4,9,6,5,Pohang University of Science and Technology,1,15,0.1272834526285039
66,4,5,6,4,2,Pohang University of Science and Technology,1,15,0.043596540896383
469,3,3,9,6,1,Pohang University of Science and Technology,3,15,0.868085208717146
376,3,6,6,2,1,Pohang University of Science and Technology,1,15,0.0
376,4,7,3,6,4,Pohang University of Science and Technology,1,15,0.0
405,4,7,7,3,5,Pohang University of Science and Technology,4,15,0.0777122521432179
66,3,6,8,2,2,Pohang University of Science and Technology,1,15,0.0008726733399254
376,8,6,9,7,2,Pohang University of Science and Technology,1,15,0.1427152485134971
479,9,3,5,1,7,Pohang University of Science and Technology,1,15,0.3625714374631962
118,7,8,3,6,6,Pohang University of Science and Technology,3,15,0.6122597094422196
479,2,5,9,4,1,Pohang University of Science and Technology,1,15,0.2087159480072329
282,4,1,4,7,8,Pohang University of Science and Technology,2,15,0.551782213633858
376,5,6,5,6,5,Pohang University of Science and Technology,1,15,0.0464095497755033
123,3,4,2,3,1,Pohang University of Science and Technology,1,15,0.2389400624734465
479,9,3,8,2,9,Pohang University of Science and Technology,1,15,0.1977761468391933
405,6,2,1,5,1,Pohang University of Science and Technology,4,15,0.0
376,7,8,9,7,5,Pohang University of Science and Technology,1,15,0.1500832746537775
282,5,4,5,9,1,Pohang University of Science and Technology,2,15,0.3227420947466703
376,6,2,9,6,9,Pohang University of Science and Technology,1,15,0.0
282,9,3,9,2,2,Pohang University of Science and Technology,2,15,0.578369771698725
227,1,8,6,6,3,Pohang University of Science and Technology,2,15,0.2918869456633574
469,7,2,3,9,6,Pohang University of Science and Technology,3,15,0.6830886959201804
123,5,7,5,7,2,Pohang University of Science and Technology,1,15,0.0989763352920148
227,8,7,5,2,6,Pohang University of Science and Technology,2,15,0.4530166848812372
405,2,4,6,4,5,Pohang University of Science and Technology,4,15,0.0
479,4,9,6,5,5,Pohang University of Science and Technology,1,15,0.2494005492393364
405,2,7,2,2,8,Pohang University of Science and Technology,4,15,0.0
479,6,7,1,4,3,Pohang University of Science and Technology,1,15,0.178187894112083
227,1,9,5,6,4,Pohang University of Science and Technology,2,15,0.2639260285084875
66,2,2,9,4,5,Pohang University of Science and Technology,1,15,0.2805859351834349
282,1,6,6,5,4,Pohang University of Science and Technology,2,15,0.4826481160881892
123,2,8,3,7,9,Pohang University of Science and Technology,1,15,0.1474934960333815
405,8,5,8,5,5,Pohang University of Science and Technology,4,15,0.0137394085797087
479,5,5,9,3,2,Pohang University of Science and Technology,1,15,0.1600333692136922
227,4,4,3,1,5,Pohang University of Science and Technology,2,15,0.4278100926471461
376,1,5,6,6,4,Pohang University of Science and Technology,1,15,0.0
282,8,8,8,6,1,Pohang University of Science and Technology,2,15,0.4099084994089405
14,2,9,6,2,8,GIST,3,0,1.0
121,2,8,9,4,8,GIST,2,0,0.69
182,4,1,8,1,4,GIST,3,0,0.94
231,2,9,4,4,2,GIST,1,0,0.54
306,6,3,3,1,2,GIST,3,0,1.0
332,9,4,5,3,5,GIST,4,0,0.2899999999999999
452,4,3,4,8,7,GIST,2,0,0.69
453,6,3,4,8,7,GIST,4,0,0.39
14,2,6,1,8,5,GIST,3,0,1.0
121,3,4,8,1,1,GIST,2,0,0.69
182,3,6,8,9,6,GIST,3,0,0.94
231,2,4,5,3,9,GIST,1,0,0.54
306,7,4,9,5,2,GIST,3,0,1.0
332,6,7,2,5,2,GIST,4,0,0.2899999999999999
452,2,5,4,6,4,GIST,2,0,0.69
453,2,5,8,1,7,GIST,4,0,0.39
14,4,8,9,3,2,GIST,3,0,1.0
121,1,8,3,5,9,GIST,2,0,0.69
182,7,8,2,7,9,GIST,3,0,0.94
231,4,1,9,5,5,GIST,1,0,0.54
306,4,4,4,1,5,GIST,3,0,1.0
332,7,9,9,4,6,GIST,4,0,0.2899999999999999
452,1,5,1,3,7,GIST,2,0,0.69
453,1,7,4,1,2,GIST,4,0,0.39
14,4,7,5,8,1,GIST,3,0,1.0
121,1,1,5,5,4,GIST,2,0,0.69
182,2,7,3,8,5,GIST,3,0,0.94
231,5,7,8,9,2,GIST,1,0,0.54
306,4,4,3,5,8,GIST,3,0,1.0
332,6,5,1,2,9,GIST,4,0,0.2899999999999999
452,4,8,2,4,3,GIST,2,0,0.69
453,8,1,5,4,2,GIST,4,0,0.39
14,7,8,1,8,9,GIST,3,0,1.0
121,9,1,9,6,4,GIST,2,0,0.69
182,4,9,6,3,9,GIST,3,0,0.94
231,4,9,9,1,8,GIST,1,0,0.54
306,5,1,7,3,3,GIST,3,0,1.0
332,6,9,4,1,1,GIST,4,0,0.2899999999999999
452,1,9,4,6,1,GIST,2,0,0.69
453,1,4,1,1,4,GIST,4,0,0.39
14,2,6,5,2,3,GIST,3,0,1.0
121,4,1,9,2,7,GIST,2,0,0.69
182,6,3,2,4,3,GIST,3,0,0.94
231,4,4,9,7,3,GIST,1,0,0.54
306,4,2,3,6,9,GIST,3,0,1.0
332,6,7,5,3,5,GIST,4,0,0.2899999999999999
452,4,4,8,2,6,GIST,2,0,0.69
453,5,9,8,3,7,GIST,4,0,0.39
14,8,9,4,9,7,GIST,3,0,1.0
121,7,9,6,4,8,GIST,2,0,0.69
182,8,3,1,5,8,GIST,3,0,0.94
231,5,4,8,3,5,GIST,1,0,0.54
306,5,1,2,2,2,GIST,3,0,1.0
332,1,2,9,6,8,GIST,4,0,0.2899999999999999
452,8,1,5,5,1,GIST,2,0,0.69
453,2,1,6,5,3,GIST,4,0,0.39
14,6,2,3,6,8,GIST,3,0,1.0
121,2,7,3,1,1,GIST,2,0,0.69
182,7,7,1,6,3,GIST,3,0,0.94
231,8,8,6,5,7,GIST,1,0,0.54
306,7,4,3,2,6,GIST,3,0,1.0
332,3,1,3,9,1,GIST,4,0,0.2899999999999999
452,6,8,4,1,8,GIST,2,0,0.69
453,9,8,4,9,5,GIST,4,0,0.39
14,1,5,9,3,1,GIST,3,0,1.0
121,1,3,9,2,2,GIST,2,0,0.69
182,2,8,8,1,4,GIST,3,0,0.94
231,4,7,1,8,7,GIST,1,0,0.54
306,3,7,6,9,2,GIST,3,0,1.0
332,7,3,2,5,8,GIST,4,0,0.2899999999999999
452,9,2,5,1,1,GIST,2,0,0.69
453,7,8,9,8,6,GIST,4,0,0.39
14,6,6,2,4,6,GIST,3,0,1.0
121,2,2,4,8,3,GIST,2,0,0.69
182,5,1,4,9,3,GIST,3,0,0.94
231,6,7,4,4,3,GIST,1,0,0.54
306,9,7,8,2,8,GIST,3,0,1.0
332,8,3,7,5,2,GIST,4,0,0.2899999999999999
452,4,2,7,9,5,GIST,2,0,0.69
453,9,1,9,4,2,GIST,4,0,0.39
182,8,7,9,3,3,GIST,3,0,0.509597439282378
231,2,8,2,1,4,GIST,1,0,0.3679602096056016
453,2,9,5,3,5,GIST,4,0,0.106464962679416
332,2,2,6,4,9,GIST,4,0,0.0892608415468975
452,8,4,2,3,9,GIST,2,0,0.4314815008624039
14,8,3,2,9,9,GIST,3,0,0.7577302067473042
452,6,8,3,7,5,GIST,2,0,0.5332516859890195
231,8,7,5,1,6,GIST,1,0,0.2427057354651606
306,7,5,1,7,5,GIST,3,0,0.7301223246731974
306,5,3,8,3,1,GIST,3,0,0.8254074604969943
332,3,6,3,6,9,GIST,4,0,0.1148900211633496
452,3,3,4,9,5,GIST,2,0,0.5497199022867613
453,7,8,9,9,8,GIST,4,0,0.0
231,7,5,9,2,2,GIST,1,0,0.1770737171921999
121,8,2,6,5,1,GIST,2,0,0.5379876253664392
453,9,5,8,6,2,GIST,4,0,0.0
231,4,3,3,4,6,GIST,1,0,0.1929588845212697
453,7,5,3,8,3,GIST,4,0,0.0
14,7,9,5,4,1,GIST,3,0,0.7467506576411962
121,1,4,8,4,8,GIST,2,0,0.2672951106404123
453,9,7,9,8,2,GIST,4,0,0.0803937178722786
306,2,2,7,6,7,GIST,3,0,0.5836192038772401
332,1,6,9,3,6,GIST,4,0,0.0
231,8,8,3,5,7,GIST,1,0,0.1700617445177293
121,4,8,3,7,2,GIST,2,0,0.2068849033978873
231,7,7,7,2,8,GIST,1,0,0.4326262130650554
121,8,1,3,2,2,GIST,2,0,0.5794423252030118
231,1,1,8,3,1,GIST,1,0,0.2398070905497549
182,4,8,3,6,8,GIST,3,0,0.754834550964177
332,3,1,5,3,9,GIST,4,0,0.0
182,2,1,9,3,7,GIST,3,0,0.73099167470761
231,7,7,3,5,9,GIST,1,0,0.1733658554050592
14,6,9,5,8,1,GIST,3,0,0.7685168878012717
121,1,6,2,5,2,GIST,2,0,0.3817405370842739
306,6,7,3,5,6,GIST,3,0,0.6800109661368721
332,7,3,5,9,6,GIST,4,0,0.0810483097426152
332,3,1,3,4,1,GIST,4,0,0.0
453,2,8,1,7,5,GIST,4,0,0.2643680590366897
82,7,7,4,3,7,Postech,3,0,1.0
140,5,1,2,1,3,Postech,1,0,0.54
151,6,2,1,6,2,Postech,1,0,0.4399999999999999
179,6,6,4,5,6,Postech,1,0,0.4399999999999999
283,8,2,1,9,5,Postech,2,0,0.69
316,4,1,8,1,8,Postech,2,0,0.69
389,6,6,3,8,4,Postech,1,0,0.4399999999999999
82,3,5,3,1,8,Postech,3,0,1.0
140,8,6,3,8,9,Postech,1,0,0.54
151,9,4,1,1,8,Postech,1,0,0.4399999999999999
179,1,5,3,1,6,Postech,1,0,0.4399999999999999
283,8,2,8,4,3,Postech,2,0,0.69
316,1,3,9,2,7,Postech,2,0,0.69
389,4,6,5,7,5,Postech,1,0,0.4399999999999999
82,6,1,2,5,7,Postech,3,0,1.0
140,7,2,7,5,3,Postech,1,0,0.54
151,8,6,7,6,5,Postech,1,0,0.4399999999999999
179,7,7,6,4,1,Postech,1,0,0.4399999999999999
283,2,9,2,6,5,Postech,2,0,0.69
316,6,8,5,5,4,Postech,2,0,0.69
389,4,2,6,2,6,Postech,1,0,0.4399999999999999
82,2,8,5,9,6,Postech,3,0,1.0
140,9,9,2,8,7,Postech,1,0,0.54
151,5,5,5,9,9,Postech,1,0,0.4399999999999999
179,5,4,9,1,8,Postech,1,0,0.4399999999999999
283,3,8,6,3,9,Postech,2,0,0.69
316,7,6,8,6,2,Postech,2,0,0.69
389,3,6,1,1,7,Postech,1,0,0.4399999999999999
82,8,7,8,5,2,Postech,3,0,1.0
140,2,6,7,6,3,Postech,1,0,0.54
151,1,1,1,6,8,Postech,1,0,0.4399999999999999
179,8,6,6,6,4,Postech,1,0,0.4399999999999999
283,9,4,8,7,6,Postech,2,0,0.69
316,3,5,5,4,3,Postech,2,0,0.69
389,8,7,1,9,3,Postech,1,0,0.4399999999999999
82,4,8,1,8,9,Postech,3,0,1.0
140,7,9,9,7,6,Postech,1,0,0.54
151,8,4,7,1,2,Postech,1,0,0.4399999999999999
179,4,1,6,9,8,Postech,1,0,0.4399999999999999
283,8,2,8,1,7,Postech,2,0,0.69
316,4,8,2,3,3,Postech,2,0,0.69
389,6,9,6,9,9,Postech,1,0,0.4399999999999999
82,5,7,8,7,8,Postech,3,0,1.0
140,8,9,8,5,9,Postech,1,0,0.54
151,2,4,9,6,2,Postech,1,0,0.4399999999999999
179,7,4,2,9,1,Postech,1,0,0.4399999999999999
283,9,4,3,3,2,Postech,2,0,0.69
316,4,7,1,8,2,Postech,2,0,0.69
389,8,9,7,2,9,Postech,1,0,0.4399999999999999
82,7,8,6,2,5,Postech,3,0,1.0
140,9,3,2,2,4,Postech,1,0,0.54
151,6,1,2,8,6,Postech,1,0,0.4399999999999999
179,8,3,9,6,1,Postech,1,0,0.4399999999999999
283,3,5,4,4,6,Postech,2,0,0.69
316,3,3,1,4,7,Postech,2,0,0.69
389,3,9,1,4,9,Postech,1,0,0.4399999999999999
82,1,8,5,4,3,Postech,3,0,1.0
140,9,7,4,3,8,Postech,1,0,0.54
151,4,3,5,3,3,Postech,1,0,0.4399999999999999
179,1,7,6,8,4,Postech,1,0,0.4399999999999999
283,5,3,4,7,9,Postech,2,0,0.69
316,9,8,9,1,1,Postech,2,0,0.69
389,9,2,4,5,6,Postech,1,0,0.4399999999999999
82,1,6,5,4,2,Postech,3,0,1.0
140,7,8,7,2,3,Postech,1,0,0.54
151,8,4,7,7,1,Postech,1,0,0.4399999999999999
179,3,1,5,5,5,Postech,1,0,0.4399999999999999
283,8,2,4,2,8,Postech,2,0,0.69
316,5,7,7,2,8,Postech,2,0,0.69
389,5,3,6,3,8,Postech,1,0,0.4399999999999999
151,8,5,6,7,5,Postech,1,0,0.1772716965384687
316,1,4,7,1,3,Postech,2,0,0.3498815397736118
82,9,3,7,3,3,Postech,3,0,0.6041655285240495
179,2,6,9,6,4,Postech,1,0,0.2934745918816174
179,7,1,4,3,7,Postech,1,0,0.0637136175217767
389,2,8,9,2,4,Postech,1,0,0.0139326212217773
389,4,8,7,7,8,Postech,1,0,0.0201516857591518
140,6,4,1,9,1,Postech,1,0,0.4305231275515443
82,5,8,4,2,6,Postech,3,0,0.8323420787475783
316,2,6,2,7,5,Postech,2,0,0.275578270785907
82,3,5,1,3,8,Postech,3,0,0.8498123076705407
316,3,4,5,9,2,Postech,2,0,0.2483596055690964
316,4,3,2,2,3,Postech,2,0,0.265496640475471
389,9,9,2,8,2,Postech,1,0,0.2221223724679618
151,6,6,8,4,8,Postech,1,0,0.0739216069881197
140,6,2,3,6,8,Postech,1,0,0.2024149138538612
316,5,5,9,9,5,Postech,2,0,0.2771064761111833
179,7,6,7,2,9,Postech,1,0,0.039097405416901
140,2,2,5,2,6,Postech,1,0,0.0790278394101409
316,6,3,6,9,4,Postech,2,0,0.229608972258009
140,9,6,4,6,5,Postech,1,0,0.0869690079315262
283,8,7,9,3,1,Postech,2,0,0.5132840387716285
179,8,2,2,9,7,Postech,1,0,0.1339997096516982
151,2,9,3,7,7,Postech,1,0,0.1037859102521595
179,3,8,6,6,9,Postech,1,0,0.1517648702514143
316,5,5,4,4,8,Postech,2,0,0.2458020386024704
316,7,8,2,7,3,Postech,2,0,0.5588515695486118
151,7,1,4,2,9,Postech,1,0,0.0782572573864592
283,2,8,4,5,7,Postech,2,0,0.4178790246989767
82,6,5,2,9,6,Postech,3,0,0.7399462493130118
283,2,5,5,3,6,Postech,2,0,0.5818652930890275
283,5,4,2,6,4,Postech,2,0,0.4741814668473922
140,7,5,6,4,6,Postech,1,0,0.3678880483589021
82,3,9,7,8,2,Postech,3,0,0.7343657096466064
179,9,5,4,5,2,Postech,1,0,0.0
140,5,4,6,6,6,Postech,1,0,0.4025418424467124
389,5,4,8,6,5,Postech,1,0,0.0
140,9,3,2,9,3,Postech,1,0,0.3642511629560338
140,8,8,5,9,7,Postech,1,0,0.2841860047263539
140,5,8,8,4,4,Postech,1,0,0.2918783232388212
389,4,9,3,9,1,Postech,1,0,0.0966456442697136
140,7,1,8,1,3,Postech,1,0,0.2633062066575535
151,8,6,3,5,6,Postech,1,0,0.1901420097722757
140,1,5,9,2,7,Postech,1,0,0.2205840027610863
179,6,3,8,3,5,Postech,1,0,0.0
179,8,2,3,5,2,Postech,1,0,0.2603605467302458
151,9,4,5,9,8,Postech,1,0,0.2503210353859176
389,9,6,2,7,3,Postech,1,0,0.0940004728433395
39,7,8,2,7,3,Kyungpook National University,3,42,0.94
259,3,5,1,8,9,Kyungpook National University,2,42,0.69
277,8,8,2,1,1,Kyungpook National University,4,42,0.2899999999999999
397,4,1,4,5,4,Kyungpook National University,4,42,0.2899999999999999
408,5,4,7,3,8,Kyungpook National University,4,42,0.2899999999999999
426,7,3,2,3,8,Kyungpook National University,1,42,0.54
429,2,3,5,8,6,Kyungpook National University,4,42,0.39
490,8,5,5,1,2,Kyungpook National University,4,42,0.49
39,9,9,4,5,3,Kyungpook National University,3,42,0.94
259,1,8,5,5,3,Kyungpook National University,2,42,0.69
277,9,8,3,3,8,Kyungpook National University,4,42,0.2899999999999999
397,8,9,7,5,2,Kyungpook National University,4,42,0.2899999999999999
408,6,4,1,4,6,Kyungpook National University,4,42,0.2899999999999999
426,7,8,6,2,1,Kyungpook National University,1,42,0.54
429,9,6,1,6,8,Kyungpook National University,4,42,0.39
490,4,5,8,5,6,Kyungpook National University,4,42,0.49
39,1,1,5,5,5,Kyungpook National University,3,42,0.94
259,9,7,7,6,1,Kyungpook National University,2,42,0.69
277,6,9,4,8,4,Kyungpook National University,4,42,0.2899999999999999
397,4,1,4,8,5,Kyungpook National University,4,42,0.2899999999999999
408,4,6,3,1,5,Kyungpook National University,4,42,0.2899999999999999
426,9,5,1,7,4,Kyungpook National University,1,42,0.54
429,7,5,4,9,4,Kyungpook National University,4,42,0.39
490,7,9,6,2,1,Kyungpook National University,4,42,0.49
39,2,5,6,3,4,Kyungpook National University,3,42,0.94
259,6,4,8,7,6,Kyungpook National University,2,42,0.69
277,1,6,8,4,5,Kyungpook National University,4,42,0.2899999999999999
397,7,2,2,2,5,Kyungpook National University,4,42,0.2899999999999999
408,6,8,4,9,7,Kyungpook National University,4,42,0.2899999999999999
426,9,9,7,4,6,Kyungpook National University,1,42,0.54
429,1,3,7,8,6,Kyungpook National University,4,42,0.39
490,8,6,6,6,2,Kyungpook National University,4,42,0.49
39,7,2,8,8,2,Kyungpook National University,3,42,0.94
259,6,2,5,7,1,Kyungpook National University,2,42,0.69
277,9,6,7,4,1,Kyungpook National University,4,42,0.2899999999999999
397,1,7,3,5,3,Kyungpook National University,4,42,0.2899999999999999
408,4,2,4,9,7,Kyungpook National University,4,42,0.2899999999999999
426,2,7,9,5,1,Kyungpook National University,1,42,0.54
429,5,6,3,2,2,Kyungpook National University,4,42,0.39
490,4,4,7,7,2,Kyungpook National University,4,42,0.49
39,4,6,2,2,4,Kyungpook National University,3,42,0.94
259,4,6,2,9,5,Kyungpook National University,2,42,0.69
277,4,1,1,6,6,Kyungpook National University,4,42,0.2899999999999999
397,1,3,7,5,8,Kyungpook National University,4,42,0.2899999999999999
408,8,7,4,9,5,Kyungpook National University,4,42,0.2899999999999999
426,6,7,8,1,9,Kyungpook National University,1,42,0.54
429,4,4,8,1,3,Kyungpook National University,4,42,0.39
490,8,3,6,8,4,Kyungpook National University,4,42,0.49
39,3,8,3,7,9,Kyungpook National University,3,42,0.94
259,4,5,5,3,5,Kyungpook National University,2,42,0.69
277,2,1,9,9,7,Kyungpook National University,4,42,0.2899999999999999
397,8,8,3,8,8,Kyungpook National University,4,42,0.2899999999999999
408,7,3,4,8,5,Kyungpook National University,4,42,0.2899999999999999
426,1,1,2,5,8,Kyungpook National University,1,42,0.54
429,1,6,8,6,9,Kyungpook National University,4,42,0.39
490,9,3,5,1,6,Kyungpook National University,4,42,0.49
39,9,2,6,3,5,Kyungpook National University,3,42,0.94
259,4,8,6,1,6,Kyungpook National University,2,42,0.69
277,7,6,8,7,8,Kyungpook National University,4,42,0.2899999999999999
397,5,2,3,8,6,Kyungpook National University,4,42,0.2899999999999999
408,1,3,5,1,3,Kyungpook National University,4,42,0.2899999999999999
426,2,5,3,9,7,Kyungpook National University,1,42,0.54
429,9,6,8,7,7,Kyungpook National University,4,42,0.39
490,8,9,8,4,5,Kyungpook National University,4,42,0.49
39,9,2,3,4,1,Kyungpook National University,3,42,0.94
259,5,5,4,6,4,Kyungpook National University,2,42,0.69
277,2,1,2,7,9,Kyungpook National University,4,42,0.2899999999999999
397,6,5,6,5,6,Kyungpook National University,4,42,0.2899999999999999
408,2,6,5,1,1,Kyungpook National University,4,42,0.2899999999999999
426,1,7,5,4,2,Kyungpook National University,1,42,0.54
429,2,3,3,1,9,Kyungpook National University,4,42,0.39
490,1,5,4,8,9,Kyungpook National University,4,42,0.49
39,9,3,5,3,6,Kyungpook National University,3,42,0.94
259,1,9,5,3,7,Kyungpook National University,2,42,0.69
277,9,5,1,2,7,Kyungpook National University,4,42,0.2899999999999999
397,2,5,5,8,7,Kyungpook National University,4,42,0.2899999999999999
408,2,9,4,8,4,Kyungpook National University,4,42,0.2899999999999999
426,8,4,6,1,1,Kyungpook National University,1,42,0.54
429,8,4,2,3,9,Kyungpook National University,4,42,0.39
490,6,2,1,6,7,Kyungpook National University,4,42,0.49
277,1,6,9,8,1,Kyungpook National University,4,42,0.0
408,6,7,9,4,3,Kyungpook National University,4,42,0.0
426,3,8,6,9,3,Kyungpook National University,1,42,0.308894798332582
429,5,9,9,4,9,Kyungpook National University,4,42,0.0
408,6,8,8,7,4,Kyungpook National University,4,42,0.0297580537426593
397,2,8,9,3,7,Kyungpook National University,4,42,0.0
429,4,4,1,8,3,Kyungpook National University,4,42,0.1127134536467641
490,3,7,4,3,6,Kyungpook National University,4,42,0.1024977188296863
277,4,5,6,3,5,Kyungpook National University,4,42,0.0
429,2,4,8,7,7,Kyungpook National University,4,42,0.0
39,2,4,4,2,9,Kyungpook National University,3,42,0.5752666374257379
259,9,2,6,4,8,Kyungpook National University,2,42,0.197009147496289
39,3,2,7,2,6,Kyungpook National University,3,42,0.770200379980548
39,1,3,5,7,3,Kyungpook National University,3,42,0.6348178222762577
